trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.5, 'e': 7.566011175463383e-05}",20,0,-10.196067618662433,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
185,False,"{'a': 0.5, 'e': 7.187710616690214e-05}",30,22,13.302193214656137,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.5, 'e': 6.828325085855701e-05}",25,11,25.070572803951045,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.5, 'e': 6.486908831562916e-05}",30,22,11.705512149418553,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.5, 'e': 6.16256338998477e-05}",25,9,25.015616683923618,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 5.8544352204855315e-05}",25,7,30.972309864177145,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.5, 'e': 5.561713459461255e-05}",20,15,9.103404749026,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.5, 'e': 5.283627786488192e-05}",20,13,12.276091740908651,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 5.0194463971637824e-05}",20,4,25.944276600817602,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 4.7684740773055926e-05}",20,16,7.1302396175241824,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.5, 'e': 4.530050373440313e-05}",20,7,19.675116987724042,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.5, 'e': 4.303547854768297e-05}",20,16,5.912736911542319,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.5, 'e': 4.088370462029882e-05}",25,11,23.093119660015482,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 3.883951938928388e-05}",30,16,-17.312170134660352,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
198,False,"{'a': 0.5, 'e': 3.6897543419819684e-05}",35,17,33.024024097545094,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 3.50526662488287e-05}",35,4,49.31532489356027,"{0: 31, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.5, 'e': 3.3300032936387256e-05}",20,6,23.901120560804124,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.5, 'e': 3.163503128956789e-05}",30,16,29.699483886366124,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.5, 'e': 3.0053279725089498e-05}",25,16,17.630464347596376,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 2.8550615738835024e-05}",20,14,15.516945232785629,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.5, 'e': 2.712308495189327e-05}",35,24,19.61556825604089,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.5, 'e': 2.5766930704298606e-05}",25,17,16.277280603487412,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.5, 'e': 2.4478584169083673e-05}",20,15,10.998525935523627,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.5, 'e': 2.3254654960629488e-05}",25,10,25.724266058962787,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.5, 'e': 2.2091922212598014e-05}",25,0,35.37070989855352,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
209,False,"{'a': 0.5, 'e': 2.0987326101968112e-05}",30,8,37.47121530669876,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 1.9937959796869707e-05}",25,19,9.459946657709793,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 1.894106180702622e-05}",20,10,20.11148379643633,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.5, 'e': 1.7994008716674908e-05}",30,9,37.22053554620756,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.5, 'e': 1.709430828084116e-05}",30,13,31.16715912988433,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.5, 'e': 1.6239592866799102e-05}",25,15,19.287491810519807,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 1.5427613223459147e-05}",20,6,26.542772972327626,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.5, 'e': 1.465623256228619e-05}",30,19,17.511234031697974,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.5, 'e': 1.392342093417188e-05}",25,7,27.728839124239165,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.5, 'e': 1.3227249887463283e-05}",25,0,35.26086565623793,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
219,False,"{'a': 0.5, 'e': 1.2565887393090119e-05}",25,9,28.533665098008466,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.5, 'e': 1.1937593023435613e-05}",30,20,16.731035505714015,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.5, 'e': 1.1340713372263832e-05}",20,15,7.689955914313723,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.5, 'e': 1.0773677703650639e-05}",30,18,25.27994418602166,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.5, 'e': 1.0234993818468106e-05}",20,0,29.24886023862368,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
224,False,"{'a': 0.5, 'e': 9.7232441275447e-06}",20,9,17.526296309686096,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,7,18.579681267818206,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,13,13.45804092459353,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,5,25.940180973613998,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",30,22,16.7379403887811,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,15,9.460949637319914,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,10,16.01131825718186,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,12,12.729015990251808,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",30,18,20.155986821499308,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,16,17.599362268948674,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,9,21.919459825466944,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",30,13,29.780439884288608,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",20,13,14.235298707618828,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",25,8,29.448858307020398,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",30,11,32.87222566332206,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",25,12,25.21488064491446,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",20,13,11.26504367063476,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",25,19,11.913279205681235,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",25,0,36.768748992733194,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
19,True,"{'a': 0, 'e': 0}",25,13,20.413356976107487,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",20,13,11.532310358501842,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0, 'e': 0}",20,15,9.60200412210953,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0, 'e': 0}",30,10,41.46717059524496,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0, 'e': 0}",20,7,22.728021763539957,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0, 'e': 0}",30,14,28.760421920715924,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0, 'e': 0}",25,16,14.93514044161986,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0, 'e': 0}",30,22,12.826828053178144,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0, 'e': 0}",20,10,18.23042636141711,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0, 'e': 0}",20,10,17.012750667533194,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0, 'e': 0}",30,18,24.43934980511383,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0, 'e': 0}",20,10,20.422571318753555,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0, 'e': 0}",20,0,33.11519716693954,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0, 'e': 0}",25,13,22.865183256980735,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0, 'e': 0}",20,11,15.764670124352074,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0, 'e': 0}",20,15,8.452405313446242,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0, 'e': 0}",30,22,13.696159229205652,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0, 'e': 0}",35,24,22.3173684240245,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0, 'e': 0}",30,18,23.513287324957094,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0, 'e': 0}",30,12,33.94402346614716,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0, 'e': 0}",30,16,26.64306839927571,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0, 'e': 0}",20,16,5.255683068653982,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,True,"{'a': 0, 'e': 0}",25,8,30.77689853492685,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,True,"{'a': 0, 'e': 0}",25,3,43.14934793965454,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,True,"{'a': 0, 'e': 0}",20,16,5.7159502967239435,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,True,"{'a': 0, 'e': 0}",25,17,17.273863706478238,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,True,"{'a': 0, 'e': 0}",20,0,33.64201270144331,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
46,True,"{'a': 0, 'e': 0}",35,12,41.799595368789355,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,True,"{'a': 0, 'e': 0}",30,19,21.409354469041592,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'a': 0, 'e': 0}",25,9,29.704349773608346,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,True,"{'a': 0, 'e': 0}",25,20,12.47660888538059,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,True,"{'a': 0, 'e': 0}",30,16,25.69147778304586,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
51,True,"{'a': 0, 'e': 0}",25,16,12.689512839102454,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
52,True,"{'a': 0, 'e': 0}",30,20,16.167103533929858,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,True,"{'a': 0, 'e': 0}",20,6,25.316958091714824,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
54,True,"{'a': 0, 'e': 0}",20,0,26.786482959316036,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
55,True,"{'a': 0, 'e': 0}",25,11,26.73794733937334,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
56,True,"{'a': 0, 'e': 0}",30,15,29.494603929763073,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
57,True,"{'a': 0, 'e': 0}",30,13,30.175147987007634,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
58,True,"{'a': 0, 'e': 0}",30,3,47.78460266575973,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,True,"{'a': 0, 'e': 0}",25,0,35.7240175155576,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
60,True,"{'a': 0, 'e': 0}",25,13,17.948546524973466,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
61,True,"{'a': 0, 'e': 0}",30,24,11.769208266321185,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,True,"{'a': 0, 'e': 0}",25,11,32.16182952356942,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
63,True,"{'a': 0, 'e': 0}",20,13,14.434886873239769,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
64,True,"{'a': 0, 'e': 0}",25,17,16.848204069776493,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
65,True,"{'a': 0, 'e': 0}",20,13,14.794153106691697,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,True,"{'a': 0, 'e': 0}",35,19,27.29416809722462,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,True,"{'a': 0, 'e': 0}",30,19,20.563512434379327,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,True,"{'a': 0, 'e': 0}",20,3,26.62500855860032,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
69,True,"{'a': 0, 'e': 0}",20,16,6.112509665500866,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
70,True,"{'a': 0, 'e': 0}",25,11,24.847902189953547,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
71,True,"{'a': 0, 'e': 0}",20,8,22.673926525319725,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
72,True,"{'a': 0, 'e': 0}",30,15,26.097230250891357,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
73,True,"{'a': 0, 'e': 0}",30,3,46.10186580551665,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
74,True,"{'a': 0, 'e': 0}",30,7,34.650524590227754,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
75,True,"{'a': 0, 'e': 0}",20,13,13.485225781542246,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,True,"{'a': 0, 'e': 0}",20,0,24.94195944661205,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
77,True,"{'a': 0, 'e': 0}",25,11,25.537229258404768,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,True,"{'a': 0, 'e': 0}",30,18,22.055783700089865,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,True,"{'a': 0, 'e': 0}",20,8,19.78830803853518,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
80,True,"{'a': 0, 'e': 0}",25,5,33.716880692723706,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
81,True,"{'a': 0, 'e': 0}",25,13,24.041699400899596,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,True,"{'a': 0, 'e': 0}",25,13,22.888247879138966,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,True,"{'a': 0, 'e': 0}",20,0,32.45817273596915,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
84,True,"{'a': 0, 'e': 0}",20,12,17.52212730687084,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
85,True,"{'a': 0, 'e': 0}",25,20,9.669387915854065,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,True,"{'a': 0, 'e': 0}",20,11,15.478869278322634,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,True,"{'a': 0, 'e': 0}",25,0,37.33924460669329,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
88,True,"{'a': 0, 'e': 0}",20,12,13.294016060778121,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,True,"{'a': 0, 'e': 0}",20,8,23.764374267416184,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
90,True,"{'a': 0, 'e': 0}",20,9,22.74072959912614,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,True,"{'a': 0, 'e': 0}",25,17,13.443467738197839,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,True,"{'a': 0, 'e': 0}",25,8,28.733511314392196,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
93,True,"{'a': 0, 'e': 0}",30,18,20.689378484002784,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,True,"{'a': 0, 'e': 0}",35,12,45.83533447476225,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
95,True,"{'a': 0, 'e': 0}",25,9,31.806901587829568,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
96,True,"{'a': 0, 'e': 0}",25,15,17.057069235512557,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,True,"{'a': 0, 'e': 0}",20,14,11.368407853970426,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,True,"{'a': 0, 'e': 0}",25,7,32.38034526176757,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,True,"{'a': 0, 'e': 0}",20,0,25.447146633517438,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,True,"{'a': 0, 'e': 0}",25,11,21.970384935073966,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
101,True,"{'a': 0, 'e': 0}",20,16,6.789720219705758,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
102,True,"{'a': 0, 'e': 0}",20,12,12.058698115327035,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
103,True,"{'a': 0, 'e': 0}",20,14,12.90584697070418,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
104,True,"{'a': 0, 'e': 0}",20,10,14.764250988444285,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
105,True,"{'a': 0, 'e': 0}",35,21,24.890291731267617,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
106,True,"{'a': 0, 'e': 0}",20,8,20.23862626219672,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
107,True,"{'a': 0, 'e': 0}",25,17,15.903425712454135,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,True,"{'a': 0, 'e': 0}",20,9,17.896549456433732,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
109,True,"{'a': 0, 'e': 0}",25,13,18.460085202783926,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
110,True,"{'a': 0, 'e': 0}",20,0,30.505573244391776,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
111,True,"{'a': 0, 'e': 0}",30,0,43.48138571163965,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
112,True,"{'a': 0, 'e': 0}",20,11,15.306992346438724,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
113,True,"{'a': 0, 'e': 0}",25,5,39.95433940211354,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
114,True,"{'a': 0, 'e': 0}",20,16,10.10788742603267,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
115,True,"{'a': 0, 'e': 0}",35,20,28.0767943904051,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,True,"{'a': 0, 'e': 0}",30,9,37.58489792669829,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
117,True,"{'a': 0, 'e': 0}",30,14,28.34549935322177,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
118,True,"{'a': 0, 'e': 0}",20,3,25.730982128578866,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
119,True,"{'a': 0, 'e': 0}",25,16,19.746606834320584,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
120,True,"{'a': 0, 'e': 0}",20,11,20.513948825765894,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,True,"{'a': 0, 'e': 0}",20,6,24.84667760975215,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
122,True,"{'a': 0, 'e': 0}",20,10,18.006628662296094,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,True,"{'a': 0, 'e': 0}",20,3,33.521673207489584,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,True,"{'a': 0, 'e': 0}",25,12,28.178036770984537,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,True,"{'a': 0, 'e': 0}",25,8,28.76136387613428,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
126,True,"{'a': 0, 'e': 0}",20,14,11.906153219703679,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,True,"{'a': 0, 'e': 0}",25,13,20.397945702629237,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,True,"{'a': 0, 'e': 0}",30,24,10.89453773314099,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,True,"{'a': 0, 'e': 0}",20,2,29.96046023269721,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,True,"{'a': 0, 'e': 0}",30,14,27.92241982657789,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,True,"{'a': 0, 'e': 0}",30,11,30.967880550794348,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,True,"{'a': 0, 'e': 0}",20,14,10.32256937018997,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,True,"{'a': 0, 'e': 0}",25,20,10.16413090639371,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,True,"{'a': 0, 'e': 0}",25,0,40.66936201057524,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
135,True,"{'a': 0, 'e': 0}",20,10,18.64654564007722,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,True,"{'a': 0, 'e': 0}",25,7,31.519015345764274,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,True,"{'a': 0, 'e': 0}",35,27,15.041708011915198,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,True,"{'a': 0, 'e': 0}",20,10,15.574605229315573,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,True,"{'a': 0, 'e': 0}",30,22,15.900865834678255,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,True,"{'a': 0, 'e': 0}",30,11,33.43357956478287,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,True,"{'a': 0, 'e': 0}",25,5,35.042337776625665,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,True,"{'a': 0, 'e': 0}",30,24,15.068888236192231,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,True,"{'a': 0, 'e': 0}",20,7,22.081002395034407,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,True,"{'a': 0, 'e': 0}",20,7,22.27029169895633,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,True,"{'a': 0, 'e': 0}",25,15,21.843649118124837,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,True,"{'a': 0, 'e': 0}",25,11,29.17085490905447,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,True,"{'a': 0, 'e': 0}",35,23,17.9149538016699,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,True,"{'a': 0, 'e': 0}",30,14,21.910427308498814,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,True,"{'a': 0, 'e': 0}",30,19,19.04604466060137,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,True,"{'a': 0, 'e': 0}",30,12,34.40044514100066,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,True,"{'a': 0, 'e': 0}",30,6,48.64919040513973,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,True,"{'a': 0, 'e': 0}",25,1,38.72730384414892,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,True,"{'a': 0, 'e': 0}",20,15,10.308100752115086,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,True,"{'a': 0, 'e': 0}",20,0,31.16131357568553,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
155,True,"{'a': 0, 'e': 0}",20,10,19.836486421586418,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,True,"{'a': 0, 'e': 0}",25,20,9.664061761599278,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,True,"{'a': 0, 'e': 0}",35,21,28.035347463250247,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,True,"{'a': 0, 'e': 0}",20,6,25.058964521067743,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,True,"{'a': 0, 'e': 0}",20,10,18.24170306105346,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,True,"{'a': 0, 'e': 0}",30,4,39.88928552889102,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,True,"{'a': 0, 'e': 0}",30,24,8.646947463153325,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,True,"{'a': 0, 'e': 0}",20,8,18.07471593039037,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,True,"{'a': 0, 'e': 0}",20,12,14.749419745706366,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
